"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年8月"
"集計期間終了月","2012年8月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","6","0","0","0"
"1～4歳","0","0","0","0","0","0","8","7","0","0"
"5～9歳","0","0","0","0","0","0","1","0","0","0"
"10～14歳","0","0","0","0","0","0","1","1","0","0"
"15～19歳","2","1","0","2","0","0","2","0","0","0"
"20～24歳","13","6","2","10","0","0","0","0","1","0"
"25～29歳","26","6","5","13","0","3","0","0","0","0"
"30～34歳","25","8","10","19","0","2","0","0","0","0"
"35～39歳","18","12","7","9","0","1","2","1","0","0"
"40～44歳","10","8","9","6","0","1","0","0","0","0"
"45～49歳","11","6","4","6","0","1","1","0","0","0"
"50～54歳","9","3","3","1","0","2","0","0","0","0"
"55～59歳","4","7","1","2","0","0","1","0","0","0"
"60～64歳","5","3","1","0","0","0","5","0","0","0"
"65～69歳","1","2","1","0","0","0","4","1","0","0"
"70歳以上","0","1","1","0","0","0","25","12","0","0"
"合計","124","63","44","68","0","10","56","22","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年8月"
"集計期間終了月","2012年8月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","6","0","0","0"
"1～4歳","0","0","0","0","0","0","6","3","0","0"
"5～9歳","0","0","0","0","0","0","1","0","0","0"
"10～14歳","1","0","0","0","0","0","1","0","0","0"
"15～19歳","6","3","2","0","0","0","0","0","0","0"
"20～24歳","27","7","6","3","2","0","0","0","0","0"
"25～29歳","16","10","9","4","3","0","2","0","0","0"
"30～34歳","18","8","4","0","2","0","1","1","0","0"
"35～39歳","13","4","3","0","1","0","1","2","0","0"
"40～44歳","3","4","1","0","2","0","1","0","0","0"
"45～49歳","2","1","0","0","1","0","0","0","0","0"
"50～54歳","2","3","0","1","3","0","0","0","0","0"
"55～59歳","0","5","0","0","0","0","0","0","0","0"
"60～64歳","0","0","0","0","1","0","2","1","0","0"
"65～69歳","0","0","0","0","0","0","2","1","0","0"
"70歳以上","0","3","0","0","0","0","8","4","0","0"
"合計","88","48","25","8","15","0","31","12","0","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2012年8月"
"集計期間終了月","2012年8月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","12","0","0","0"
"1～4歳","0","0","0","0","0","0","14","10","0","0"
"5～9歳","0","0","0","0","0","0","2","0","0","0"
"10～14歳","1","0","0","0","0","0","2","1","0","0"
"15～19歳","8","4","2","2","0","0","2","0","0","0"
"20～24歳","40","13","8","13","2","0","0","0","1","0"
"25～29歳","42","16","14","17","3","3","2","0","0","0"
"30～34歳","43","16","14","19","2","2","1","1","0","0"
"35～39歳","31","16","10","9","1","1","3","3","0","0"
"40～44歳","13","12","10","6","2","1","1","0","0","0"
"45～49歳","13","7","4","6","1","1","1","0","0","0"
"50～54歳","11","6","3","2","3","2","0","0","0","0"
"55～59歳","4","12","1","2","0","0","1","0","0","0"
"60～64歳","5","3","1","0","1","0","7","1","0","0"
"65～69歳","1","2","1","0","0","0","6","2","0","0"
"70歳以上","0","4","1","0","0","0","33","16","0","0"
"合計","212","111","69","76","15","10","87","34","1","0"
"定点数","55","55","55","55","55","55","25","25","25","25"


