"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年37週
"集計期間終了週",2022年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","5","3","8","412"
"RSウイルス感染症","275","253","528","260"
"咽頭結膜熱","9","4","13","260"
"Ａ群溶血性レンサ球菌咽頭炎","16","18","34","260"
"感染性胃腸炎","338","308","646","260"
"水痘","10","7","17","260"
"手足口病","643","631","1274","260"
"伝染性紅斑","6","4","10","260"
"突発性発しん","32","35","67","260"
"ヘルパンギーナ","169","149","318","260"
"流行性耳下腺炎","6","1","7","260"
"不明発しん症","4","4","8","260"
"川崎病","2","1","3","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","2","6","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","2","2","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
