"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年51週
"集計期間終了週",2016年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2164","2197","4361","413"
"RSウイルス感染症","33","24","57","260"
"咽頭結膜熱","65","46","111","260"
"Ａ群溶血性レンサ球菌咽頭炎","280","307","587","260"
"感染性胃腸炎","2804","2564","5368","260"
"水痘","77","67","144","260"
"手足口病","40","33","73","260"
"伝染性紅斑","32","19","51","260"
"突発性発しん","58","50","108","260"
"百日咳","1","1","2","260"
"ヘルパンギーナ","5","7","12","260"
"流行性耳下腺炎","63","53","116","260"
"不明発しん症","3","7","10","260"
"川崎病","1","1","2","260"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","8","13","21","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","12","10","22","25"
"クラミジア肺炎(オウム病は除く)","1","2","3","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","15","16","31","25"
