"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年1週"
"集計期間終了週","2012年1週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","11","0","1","21","4","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","18","2","0","67","11","0","0","14","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","8","7","5","4","218","43","4","4","13","0","0","2","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"2歳","3","6","3","5","135","46","2","2","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","7","0","7","13","113","51","1","2","2","0","0","5","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"4歳","6","0","8","12","68","54","1","5","0","0","0","5","0","0","0","0","0","0","2","0","1","0","0","0","0","0","1","0"
"5歳","10","1","1","12","53","34","2","0","1","0","0","9","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","4","0","4","12","37","25","0","4","0","0","0","9","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"7歳","4","0","0","10","30","21","1","3","0","0","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","2","1","1","5","24","5","3","1","0","0","0","5","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","7","0","0","9","28","4","0","1","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10～14歳","36","0","3","18","76","12","0","1","0","0","1","1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"15～19歳","19","0","1","1","32","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"20～29歳","22","0","2","5","96","0","2","0","0","2","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"60～69歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","2","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","185","44","37","107","998","310","16","23","34","3","1","46","4","1","0","23","1","0","18","0","4","0","0","0","0","0","4","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年1週"
"集計期間終了週","2012年1週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","13","0","0","7","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","3","13","1","0","58","8","1","1","16","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","9","11","3","188","37","3","3","25","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0"
"2歳","5","5","8","7","111","39","1","2","2","0","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","9","1","4","9","77","59","3","1","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1"
"4歳","8","0","5","7","61","39","0","8","0","0","0","6","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","9","0","6","16","47","42","0","10","0","0","1","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","10","0","0","20","44","17","0","8","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"7歳","2","0","0","4","20","18","0","1","0","0","0","4","1","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0"
"8歳","6","0","1","14","28","7","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","6","0","0","6","22","1","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","19","0","3","13","72","8","0","5","0","0","0","4","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"15～19歳","12","0","0","2","31","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","22","0","3","19","157","0","0","0","0","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"30～39歳","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","0","0","0","0","1","0"
"40～49歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"50～59歳","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","202","41","42","120","923","280","9","44","44","2","3","30","5","0","0","12","0","1","13","0","3","0","0","0","1","1","2","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2012年1週"
"集計期間終了週","2012年1週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","24","0","1","28","9","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","3","31","3","0","125","19","1","1","30","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","10","16","16","7","406","80","7","7","38","0","0","3","1","1","0","1","1","1","2","0","0","0","0","0","0","0","0","0"
"2歳","8","11","11","12","246","85","3","4","5","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","16","1","11","22","190","110","4","3","2","1","0","7","1","0","0","0","0","0","4","0","1","0","0","0","1","1","0","1"
"4歳","14","0","13","19","129","93","1","13","0","0","0","11","1","0","0","0","0","0","3","0","1","0","0","0","0","0","1","0"
"5歳","19","1","7","28","100","76","2","10","1","0","1","14","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","14","0","4","32","81","42","0","12","0","0","0","12","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"7歳","6","0","0","14","50","39","1","4","0","0","0","10","1","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0"
"8歳","8","1","2","19","52","12","4","2","0","0","0","5","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","13","0","0","15","50","5","0","4","0","0","0","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10～14歳","55","0","6","31","148","20","0","6","0","0","1","5","1","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0"
"15～19歳","31","0","1","3","63","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"20～29歳","44","0","5","24","253","0","2","0","0","3","1","2","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0"
"30～39歳","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","1","0","0","0","0","0","1","0"
"40～49歳","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","1","0","0","0","0","0","0","0","0","0"
"50～59歳","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0"
"60～69歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0","0","0","3","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","387","85","79","227","1921","590","25","67","78","5","4","76","9","1","0","35","1","1","31","0","7","0","0","0","1","1","6","1"
"定点数","410","257","257","257","257","257","257","257","257","257","257","257","257","257","36","36","25","25","25","25","25","25","25","25","25","25","25","25"


