"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年2週
"集計期間終了週",2014年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1098","1000","2098","415"
"RSウイルス感染症","76","47","123","262"
"咽頭結膜熱","63","48","111","262"
"Ａ群溶血性レンサ球菌咽頭炎","242","237","479","262"
"感染性胃腸炎","1578","1571","3149","262"
"水痘","241","201","442","262"
"手足口病","8","13","21","262"
"伝染性紅斑","38","56","94","262"
"突発性発しん","69","56","125","262"
"百日咳","4","1","5","262"
"ヘルパンギーナ","1","3","4","262"
"流行性耳下腺炎","36","26","62","262"
"不明発しん症","5","5","10","262"
"川崎病","0","0","0","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","10","17","27","38"
"細菌性髄膜炎","0","1","1","24"
"無菌性髄膜炎","3","1","4","24"
"マイコプラズマ肺炎","2","3","5","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"感染性胃腸炎（ロタウイルス）","1","1","2","24"
"インフルエンザ入院","23","8","31","25"
