"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2008年6月"
"集計期間終了月","2008年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","32","8","4","18","0","0","13","1","0","",""
"区南部","0","0","0","2","0","0","0","0","0","",""
"区西南部","4","2","3","3","1","1","3","0","0","",""
"区西部","49","28","34","35","0","2","46","11","0","",""
"区西北部","14","4","11","13","0","0","4","5","0","",""
"区東北部","0","1","2","5","0","0","7","12","0","",""
"区東部","24","8","9","14","0","2","4","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","3","0","0","0","0","0","2","0","0","",""
"北多摩北部","0","0","0","0","0","0","16","7","0","",""
"島しょ","0","0","0","0","0","0","2","0","0","",""
"合計","126","51","63","90","1","5","97","38","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2008年6月"
"集計期間終了月","2008年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","37","6","2","5","2","0","8","1","0","",""
"区南部","3","0","0","0","0","0","1","0","0","",""
"区西南部","7","5","9","0","0","0","2","1","0","",""
"区西部","20","8","5","9","1","0","22","4","0","",""
"区西北部","16","6","3","1","1","0","4","2","0","",""
"区東北部","2","0","0","1","0","0","4","2","0","",""
"区東部","16","2","6","1","3","0","4","6","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","18","1","4","1","3","0","1","0","0","",""
"北多摩西部","23","2","1","1","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","2","0","0","0","0","0","3","7","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","144","30","30","19","10","0","49","23","0","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2008年6月"
"集計期間終了月","2008年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","69","14","6","23","2","0","21","2","0","11","4"
"区南部","3","0","0","2","0","0","1","0","0","3","1"
"区西南部","11","7","12","3","1","1","5","1","0","5","3"
"区西部","69","36","39","44","1","2","68","15","0","10","4"
"区西北部","30","10","14","14","1","0","8","7","0","6","2"
"区東北部","2","1","2","6","0","0","11","14","0","3","1"
"区東部","40","10","15","15","3","2","8","8","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","18","1","4","1","3","0","1","0","0","5","1"
"北多摩西部","23","2","1","1","0","0","0","0","0","2","1"
"北多摩南部","3","0","0","0","0","0","2","0","0","3","2"
"北多摩北部","2","0","0","0","0","0","19","14","0","1","2"
"島しょ","0","0","0","0","0","0","2","0","0","0","1"
"合計","270","81","93","109","11","5","146","61","0","55","24"


