"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年5週"
"集計期間終了週","2010年5週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","43","10","2","6","85","25","7","0","6","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"区南部","46","10","0","11","148","8","0","0","4","0","0","5","1","0","0","1","0","0","0","0","","","","","",""
"区西南部","36","3","0","5","104","8","0","2","4","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"区西部","36","6","0","11","101","3","2","0","1","0","0","0","1","0","0","0","0","0","1","0","","","","","",""
"区西北部","54","1","1","8","105","11","0","0","1","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"区東北部","60","3","1","16","72","5","0","1","4","0","0","10","0","0","0","2","0","0","2","0","","","","","",""
"区東部","52","12","0","33","116","8","0","0","4","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","7","1","0","2","34","2","0","0","1","0","0","4","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","86","22","0","44","165","17","3","0","3","0","0","6","1","1","0","2","0","0","0","0","","","","","",""
"北多摩西部","11","0","0","2","25","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"北多摩南部","38","0","1","1","29","6","0","0","1","0","0","1","0","0","0","0","0","0","1","0","","","","","",""
"北多摩北部","34","7","0","11","37","13","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","507","75","5","150","1021","106","12","3","30","0","2","35","5","1","0","6","0","0","4","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年5週"
"集計期間終了週","2010年5週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","31","8","2","14","104","21","1","1","4","0","1","6","0","0","0","0","0","0","0","0","","","","","",""
"区南部","40","10","1","14","126","9","0","1","4","0","0","1","1","0","0","1","0","0","0","0","","","","","",""
"区西南部","37","1","0","5","88","3","0","2","4","1","0","1","1","0","0","1","0","0","0","0","","","","","",""
"区西部","41","5","0","14","114","1","1","0","2","0","0","1","1","0","0","0","0","0","2","0","","","","","",""
"区西北部","52","1","1","13","100","9","0","1","4","0","0","1","1","0","0","0","0","0","0","0","","","","","",""
"区東北部","61","3","1","13","62","12","1","2","5","1","0","2","0","0","0","2","0","0","1","0","","","","","",""
"区東部","60","12","0","28","103","8","0","1","5","0","1","5","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","6","1","0","3","37","2","0","0","1","0","0","2","0","0","0","0","0","1","0","0","","","","","",""
"南多摩","68","22","0","31","136","21","3","2","6","0","0","7","1","1","0","2","0","0","0","0","","","","","",""
"北多摩西部","11","0","0","2","25","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","","","","","",""
"北多摩南部","37","1","1","1","31","6","2","0","3","0","0","1","0","0","0","0","0","0","1","0","","","","","",""
