"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2005年15週
"集計期間終了週",2005年15週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","148","131","279","178"
"RSウイルス感染症","3","3","6","142"
"咽頭結膜熱","18","7","25","142"
"Ａ群溶血性レンサ球菌咽頭炎","53","59","112","142"
"感染性胃腸炎","405","357","762","142"
"水痘","76","60","136","142"
"手足口病","4","9","13","142"
"伝染性紅斑","20","18","38","142"
"突発性発しん","49","36","85","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","3","5","8","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","71","67","138","142"
"不明発しん症","6","3","9","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","4","1","5","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","1","3","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
