"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2023年43週
"集計期間終了週",2023年43週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4301","3981","8282","416"
"新型コロナウイルス感染症（COVID-19）","390","374","764","416"
"RSウイルス感染症","4","0","4","261"
"咽頭結膜熱","371","315","686","261"
"Ａ群溶血性レンサ球菌咽頭炎","614","501","1115","261"
"感染性胃腸炎","532","430","962","261"
"水痘","18","13","31","261"
"手足口病","94","90","184","261"
"伝染性紅斑","6","8","14","261"
"突発性発しん","25","24","49","261"
"ヘルパンギーナ","9","16","25","261"
"流行性耳下腺炎","6","7","13","261"
"不明発しん症","3","3","6","261"
"川崎病","2","3","5","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","21","23","44","39"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","2","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","14","10","24","25"
"COVID-19入院","22","27","49","25"
