"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2009年3月"
"集計期間終了月","2009年3月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","12","6","3","11","0","0","0","0","0","",""
"中央区","6","0","0","3","0","0","0","0","0","",""
"みなと","4","2","2","1","0","0","7","3","0","",""
"新宿区","18","17","21","18","0","2","12","4","0","",""
"文京","1","0","0","2","0","0","0","0","0","",""
"台東","0","4","0","1","0","0","0","0","0","",""
"墨田区","5","1","0","5","0","0","1","3","0","",""
"江東区","3","5","3","9","0","0","0","0","0","",""
"品川区","0","1","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","2","0","0","3","0","0","2","0","1","",""
"世田谷","0","0","0","0","0","0","4","0","0","",""
"渋谷区","8","1","1","0","0","0","1","1","0","",""
"中野区","3","0","0","3","0","2","0","0","0","",""
"杉並","1","1","2","0","0","0","9","1","0","",""
"池袋","11","6","5","4","0","1","4","4","0","",""
"北区","0","1","2","0","0","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","",""
"板橋区","1","1","0","4","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","2","1","1","1","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","2","1","0","",""
"江戸川","4","0","0","3","0","0","0","0","0","",""
"八王子市","0","0","0","0","0","0","1","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","0","0","0","0","0","0","0","0","0","",""
"多摩府中","0","0","0","0","0","0","25","2","0","",""
"多摩小平","0","0","0","0","0","0","8","6","0","",""
"島しょ","0","0","0","0","0","0","2","0","0","",""
"合計","81","47","40","68","0","5","78","25","1","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2009年3月"
"集計期間終了月","2009年3月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","1","0","0","1","0","0","0","0","0","",""
"中央区","1","1","1","0","1","0","0","0","0","",""
"みなと","2","5","1","1","1","0","0","12","0","",""
"新宿区","8","4","2","0","1","0","4","0","0","",""
"文京","0","0","0","0","0","0","2","2","1","",""
"台東","7","1","1","3","2","0","0","0","0","",""
"墨田区","1","0","1","0","0","0","0","2","1","",""
"江東区","2","2","0","1","1","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
