"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年26週
"集計期間終了週",2004年26週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","2","1","3","142"
"咽頭結膜熱","71","58","129","142"
"Ａ群溶血性レンサ球菌咽頭炎","76","77","153","142"
"感染性胃腸炎","262","209","471","142"
"水痘","81","79","160","142"
"手足口病","56","52","108","142"
"伝染性紅斑","65","59","124","142"
"突発性発しん","38","47","85","142"
"百日咳","0","0","0","142"
"風しん","4","2","6","142"
"ヘルパンギーナ","193","172","365","142"
"麻しん（成人麻しん以外）","0","1","1","142"
"流行性耳下腺炎","29","25","54","142"
"不明発しん症","6","4","10","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","5","4","9","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","3","0","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","0","1","25"
