"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年9週
"集計期間終了週",2010年9週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","87","92","179","287"
"RSウイルス感染症","43","34","77","148"
"咽頭結膜熱","15","9","24","148"
"Ａ群溶血性レンサ球菌咽頭炎","149","137","286","148"
"感染性胃腸炎","863","764","1627","148"
"水痘","146","125","271","148"
"手足口病","5","3","8","148"
"伝染性紅斑","24","14","38","148"
"突発性発しん","49","33","82","148"
"百日咳","0","1","1","148"
"ヘルパンギーナ","6","1","7","148"
"流行性耳下腺炎","45","63","108","148"
"不明発しん症","6","1","7","148"
"川崎病","3","0","3","148"
"急性出血性結膜炎","2","3","5","39"
"流行性角結膜炎","8","2","10","39"
"細菌性髄膜炎","1","0","1","23"
"無菌性髄膜炎","0","2","2","23"
"マイコプラズマ肺炎","4","4","8","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
