"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2002年45週
"集計期間終了週",2002年45週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","0","3","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","7","7","14","142"
"Ａ群溶血性レンサ球菌咽頭炎","31","22","53","142"
"感染性胃腸炎","324","278","602","142"
"水痘","69","47","116","142"
"手足口病","18","18","36","142"
"伝染性紅斑","2","6","8","142"
"突発性発しん","37","26","63","142"
"百日咳","0","0","0","142"
"風しん","0","1","1","142"
"ヘルパンギーナ","7","5","12","142"
"麻しん（成人麻しん以外）","3","1","4","142"
"流行性耳下腺炎","20","16","36","142"
"不明発しん症","5","5","10","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","7","6","13","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","3","10","13","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","2","0","2","25"
