"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年31週
"集計期間終了週",2014年31週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","2","4","415"
"RSウイルス感染症","18","9","27","262"
"咽頭結膜熱","67","68","135","262"
"Ａ群溶血性レンサ球菌咽頭炎","156","132","288","262"
"感染性胃腸炎","527","437","964","262"
"水痘","82","56","138","262"
"手足口病","179","170","349","262"
"伝染性紅斑","44","54","98","262"
"突発性発しん","81","94","175","262"
"百日咳","1","1","2","262"
"ヘルパンギーナ","945","924","1869","262"
"流行性耳下腺炎","42","43","85","262"
"不明発しん症","21","17","38","262"
"川崎病","1","0","1","262"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","7","9","16","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","0","0","0","25"
