"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年28週
"集計期間終了週",2024年28週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","62","73","135","419"
"新型コロナウイルス感染症（COVID-19）","1466","1714","3180","419"
"RSウイルス感染症","62","54","116","264"
"咽頭結膜熱","54","45","99","264"
"Ａ群溶血性レンサ球菌咽頭炎","295","276","571","264"
"感染性胃腸炎","515","475","990","264"
"水痘","27","24","51","264"
"手足口病","2386","1940","4326","264"
"伝染性紅斑","42","50","92","264"
"突発性発しん","36","38","74","264"
"ヘルパンギーナ","467","407","874","264"
"流行性耳下腺炎","10","10","20","264"
"不明発しん症","4","7","11","264"
"川崎病","4","0","4","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","9","9","18","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","23","20","43","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","1","1","25"
"COVID-19入院","125","83","208","25"
