"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2018年40週"
"集計期間終了週","2018年40週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","3","2","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","0","2","2","11","0","6","1","2","0","0","1","0","0","4","0","0","0","0","0","0","","","","","",""
"みなと","1","5","4","3","5","0","8","3","3","2","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","1","11","0","3","20","0","5","0","1","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"文京","0","0","1","1","3","0","4","4","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","5","6","0","3","9","0","26","3","4","3","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","1","8","0","4","6","0","3","5","3","5","0","1","0","0","0","0","0","1","0","0","0","","","","","",""
"江東区","0","5","0","10","42","0","10","14","4","2","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","4","0","9","10","1","4","4","0","5","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","0","5","4","8","12","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","5","11","2","19","68","1","10","6","3","5","0","0","1","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","4","12","1","20","34","2","14","13","0","9","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","10","0","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","1","2","1","12","10","0","16","3","4","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"杉並","1","8","0","5","23","0","4","5","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","1","5","0","0","5","1","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","5","12","2","3","3","3","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","6","1","2","7","0","12","2","3","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","0","2","0","4","10","0","6","8","1","4","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","11","2","21","30","2","17","11","2","8","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","6","6","2","8","39","0","14","2","4","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","4","1","1","1","24","4","16","2","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","1","5","0","17","30","0","15","2","3","3","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","3","13","2","13","35","0","10","16","3","3","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"町田市","3","2","0","10","37","4","8","8","3","5","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","2","1","2","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","15","1","9","10","1","5","6","1","2","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","3","2","13","10","1","4","9","1","3","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","2","6","1","8","38","0","28","12","2","15","1","6","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","1","22","1","17","27","0","20","23","8","4","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","44","176","29","232","584","20","273","174","63","96","14","19","1","0","13","0","0","2","0","0","1","","","","","",""


"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2018年40週"
"集計期間終了週","2018年40週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","0","0","2","1","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","3","2","13","0","7","2","1","1","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"みなと","1","4","1","2","7","0","4","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","14","1","7","16","0","2","0","2","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"文京","0","0","0","0","4","1","1","6","2","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","5","2","0","2","6","0","18","6","2","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","1","1","0","1","0","3","4","1","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","6","0","6","28","3","6","12","5","2","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","0","6","2","3","14","0","2","3","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","2","0","7","13","2","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","3","12","3","6","46","1","2","5","5","3","1","1","0","0","2","0","0","0","0","0","0","","","","","",""
"世田谷","8","9","0","8","27","3","14","13","5","7","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","9","1","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"中野区","1","4","1","5","12","1","12","8","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","8","2","5","14","0","4","5","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","2","5","0","0","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","4","11","2","4","4","2","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"荒川区","2","7","0","6","3","0","10","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","3","1","0","1","8","2","5","6","4","0","0","4","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","0","7","0","14","20","2","13","6","2","2","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","2","6","3","10","37","3","18","3","4","6","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","15","2","0","3","6","4","8","0","1","1","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"江戸川","2","9","1","20","22","1","10","3","2","1","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
