"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年28週
"集計期間終了週",2019年28週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","20","16","36","410"
"RSウイルス感染症","128","81","209","260"
"咽頭結膜熱","63","55","118","260"
"Ａ群溶血性レンサ球菌咽頭炎","291","278","569","260"
"感染性胃腸炎","745","617","1362","260"
"水痘","72","65","137","260"
"手足口病","2120","1739","3859","260"
"伝染性紅斑","41","42","83","260"
"突発性発しん","57","48","105","260"
"ヘルパンギーナ","632","547","1179","260"
"流行性耳下腺炎","14","19","33","260"
"不明発しん症","10","11","21","260"
"川崎病","1","0","1","260"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","4","9","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","1","1","25"
"インフルエンザ入院","1","0","1","25"
