"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2008年30週"
"集計期間終了週","2008年30週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","6","33","12","14","0","3","1","31","7","0","0","0","2","0","0","0","0","","","","","",""
"区南部","0","0","4","5","32","2","23","3","3","0","31","0","2","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","4","1","18","4","14","0","3","0","24","8","3","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","11","4","39","8","14","0","3","0","16","10","1","0","0","2","0","0","0","0","","","","","",""
"区西北部","0","0","6","4","16","5","21","0","5","0","43","4","1","0","0","3","0","0","0","0","","","","","",""
"区東北部","0","0","7","8","19","3","7","0","2","0","34","22","1","0","0","1","0","0","2","0","","","","","",""
"区東部","0","1","9","5","28","5","16","1","7","0","46","2","0","0","0","2","0","0","0","0","","","","","",""
"西多摩","0","0","0","0","4","3","2","0","3","0","12","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","0","11","25","34","11","34","1","6","0","44","5","10","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","0","0","3","0","15","0","0","0","0","0","9","0","0","0","0","0","0","1","0","0","","","","","",""
"北多摩南部","0","0","2","3","9","0","4","0","9","0","14","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","3","6","15","3","7","1","4","0","24","0","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","1","61","67","262","56","156","6","48","1","331","59","19","0","0","12","0","1","2","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2008年30週"
"集計期間終了週","2008年30週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","3","6","34","11","7","2","3","1","25","3","1","1","1","1","0","0","0","0","","","","","",""
"区南部","0","0","9","8","24","4","11","3","6","1","39","2","2","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","0","4","1","33","3","8","0","5","0","16","6","1","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","14","5","31","5","12","0","4","0","25","8","1","0","0","2","0","0","0","0","","","","","",""
"区西北部","0","0","3","3","13","4","13","1","4","1","39","2","1","0","0","2","0","0","0","0","","","","","",""
"区東北部","0","0","1","4","13","3","7","0","5","0","26","13","4","0","1","1","0","0","2","0","","","","","",""
"区東部","0","1","7","5","23","1","10","1","2","0","53","2","0","0","0","2","0","0","0","0","","","","","",""
"西多摩","0","0","7","2","2","3","3","0","1","0","11","2","0","0","0","0","0","0","1","0","","","","","",""
"南多摩","1","0","4","15","34","10","19","3","5","0","47","1","12","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","0","0","3","0","11","3","0","0","0","0","8","0","0","0","0","0","0","1","0","0","","","","","",""
"北多摩南部","0","0","1","2","1","2","2","0","4","0","17","2","1","0","0","1","0","0","0","0","","","","","",""
"北多摩北部","0","0","4","10","24","3","9","1","5","0","29","0","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","1","60","62","243","52","101","11","44","3","338","41","23","1","2","11","0","1","3","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2008年30週"
"集計期間終了週","2008年30週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","4","12","67","23","21","2","6","1","56","10","1","1","1","3","0","0","0","0","26","18","2","4","4","0"
"区南部","0","0","13","13","56","6","34","3","9","1","70","2","2","0","0","0","0","0","0","0","25","15","3","1","1","0"
"区西南部","1","0","8","2","51","7","22","0","8","0","40","14","4","0","0","0","0","0","0","0","27","15","4","3","3","0"
"区西部","0","0","25","9","70","13","26","0","7","0","41","18","1","0","0","4","0","0","0","0","30","18","4","4","4","0"
"区西北部","0","0","9","7","29","9","34","1","9","1","82","6","1","0","0","5","0","0","0","0","39","20","6","2","2","0"
"区東北部","0","0","8","12","32","6","14","0","7","0","60","35","5","0","1","1","0","0","2","0","25","11","4","1","1","0"
"区東部","0","1","16","10","51","6","26","1","9","0","99","4","0","0","0","2","0","0","0","0","27","12","4","1","1","0"
"西多摩","0","0","7","2","6","3","5","0","4","0","23","3","0","0","0","0","0","0","1","0","9","5","1","1","1","0"
"南多摩","3","0","15","40","68","21","53","4","11","0","91","6","22","0","0","2","0","0","0","0","27","11","4","1","1","0"
"北多摩西部","0","0","6","0","26","3","0","0","0","0","17","0","0","0","0","0","0","1","0","0","13","6","2","1","1","0"
"北多摩南部","0","0","3","5","10","2","6","0","13","0","31","2","1","0","0","1","0","0","0","0","21","10","3","2","3","0"
"北多摩北部","0","0","7","16","39","3","16","2","9","0","53","0","0","0","0","1","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","4","1","121","129","505","102","257","13","92","3","666","100","37","1","2","19","0","1","3","0","285","148","39","24","25","0"


