"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年5週
"集計期間終了週",2019年5週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","9383","9543","18926","414"
"RSウイルス感染症","22","26","48","261"
"咽頭結膜熱","24","15","39","261"
"Ａ群溶血性レンサ球菌咽頭炎","319","271","590","261"
"感染性胃腸炎","1021","960","1981","261"
"水痘","44","42","86","261"
"手足口病","14","10","24","261"
"伝染性紅斑","157","154","311","261"
"突発性発しん","40","40","80","261"
"ヘルパンギーナ","1","1","2","261"
"流行性耳下腺炎","9","10","19","261"
"不明発しん症","6","5","11","261"
"川崎病","1","1","2","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","10","6","16","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"感染性胃腸炎（ロタウイルス）","1","2","3","25"
"インフルエンザ入院","108","102","210","25"
