"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年14週
"集計期間終了週",2012年14週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","921","960","1881","414"
"RSウイルス感染症","17","17","34","261"
"咽頭結膜熱","18","10","28","261"
"Ａ群溶血性レンサ球菌咽頭炎","160","165","325","261"
"感染性胃腸炎","1221","1090","2311","261"
"水痘","131","115","246","261"
"手足口病","2","0","2","261"
"伝染性紅斑","16","18","34","261"
"突発性発しん","75","52","127","261"
"百日咳","6","4","10","261"
"ヘルパンギーナ","2","2","4","261"
"流行性耳下腺炎","19","30","49","261"
"不明発しん症","13","5","18","261"
"川崎病","0","1","1","261"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","5","9","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","3","7","10","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","4","4","8","25"
