"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年9週
"集計期間終了週",2003年9週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","582","573","1155","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","2","5","7","142"
"Ａ群溶血性レンサ球菌咽頭炎","36","25","61","142"
"感染性胃腸炎","435","434","869","142"
"水痘","71","51","122","142"
"手足口病","0","1","1","142"
"伝染性紅斑","4","7","11","142"
"突発性発しん","26","20","46","142"
"百日咳","0","0","0","142"
"風しん","1","0","1","142"
"ヘルパンギーナ","1","2","3","142"
"麻しん（成人麻しん以外）","8","2","10","142"
"流行性耳下腺炎","7","6","13","142"
"不明発しん症","6","5","11","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","6","2","8","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","2","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","2","1","3","25"
