"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年38週
"集計期間終了週",2014年38週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","27","24","51","412"
"RSウイルス感染症","108","91","199","261"
"咽頭結膜熱","59","33","92","261"
"Ａ群溶血性レンサ球菌咽頭炎","146","145","291","261"
"感染性胃腸炎","479","366","845","261"
"水痘","51","55","106","261"
"手足口病","144","85","229","261"
"伝染性紅斑","38","48","86","261"
"突発性発しん","68","86","154","261"
"百日咳","1","2","3","261"
"ヘルパンギーナ","111","115","226","261"
"流行性耳下腺炎","31","25","56","261"
"不明発しん症","22","12","34","261"
"川崎病","2","0","2","261"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","12","9","21","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","2","2","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
