"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年6週"
"集計期間終了週","2018年6週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","506","5","2","34","61","4","0","0","4","0","0","0","0","0","1","0","0","0","0","0","8","","","","","",""
"区南部","459","3","3","34","69","5","1","2","7","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","678","5","1","21","77","3","0","2","3","0","2","0","0","0","2","0","0","0","0","0","9","","","","","",""
"区西部","681","2","2","38","60","6","0","3","5","1","1","0","0","0","0","0","0","0","0","0","16","","","","","",""
"区西北部","906","4","1","45","73","4","1","0","9","0","0","0","0","0","3","0","0","0","0","1","3","","","","","",""
"区東北部","703","1","5","33","53","0","1","0","10","1","2","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区東部","813","5","5","43","100","0","0","0","3","1","1","1","0","0","1","1","0","0","0","0","2","","","","","",""
"西多摩","273","1","0","9","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"南多摩","1306","6","1","58","100","2","0","1","4","0","3","0","0","0","0","0","0","0","0","0","4","","","","","",""
"北多摩西部","380","1","2","26","23","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"北多摩南部","771","1","1","34","42","3","0","2","4","1","2","1","1","0","0","0","0","0","0","0","12","","","","","",""
"北多摩北部","700","4","3","28","38","0","1","1","7","0","2","0","0","0","0","0","0","0","0","1","4","","","","","",""
"島しょ","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","8201","38","26","403","704","27","4","11","58","4","14","2","1","0","7","1","0","0","0","2","64","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年6週"
"集計期間終了週","2018年6週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","517","1","4","21","66","2","2","0","5","0","0","0","0","0","1","0","0","0","0","1","7","","","","","",""
"区南部","467","6","4","26","53","5","1","1","4","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","643","3","3","27","54","5","3","1","5","0","2","1","0","0","2","0","1","0","0","0","17","","","","","",""
"区西部","702","2","2","39","50","4","0","5","4","1","1","2","0","0","0","0","0","0","0","0","10","","","","","",""
"区西北部","909","3","4","37","70","1","1","1","4","0","0","0","0","0","1","0","0","0","0","1","3","","","","","",""
"区東北部","727","2","4","18","48","3","2","1","6","1","1","0","0","0","0","0","0","0","0","0","5","","","","","",""
"区東部","786","2","3","34","70","1","0","0","5","2","2","2","0","0","1","1","0","0","0","1","3","","","","","",""
"西多摩","301","1","0","2","12","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"南多摩","1208","4","2","41","88","6","0","1","6","0","3","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","364","1","2","23","24","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"北多摩南部","811","4","3","39","40","3","0","2","3","1","2","1","1","0","1","0","0","0","0","0","8","","","","","",""
"北多摩北部","724","3","1","22","34","8","1","1","6","0","4","1","0","0","0","0","0","0","0","1","4","","","","","",""
"島しょ","16","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","8175","32","32","330","609","38","10","13","51","7","16","8","1","0","6","1","1","0","0","4","64","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2018年6週"
"集計期間終了週","2018年6週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1023","6","6","55","127","6","2","0","9","0","0","0","0","0","2","0","0","0","0","1","15","31","20","2","4","4","0"
"区南部","926","9","7","60","122","10","1","3","11","0","1","1","0","0","0","0","0","0","0","0","0","33","21","3","1","1","0"
"区西南部","1321","8","4","48","131","8","3","3","8","0","2","1","0","0","4","0","1","0","0","0","26","40","25","4","3","3","0"
"区西部","1383","4","2","77","110","10","0","8","9","2","2","2","0","0","0","0","0","0","0","0","26","39","25","3","4","4","0"
"区西北部","1815","7","5","82","143","5","2","1","13","0","0","0","0","0","4","0","0","0","0","1","3","54","34","6","2","2","0"
"区東北部","1430","3","9","51","101","3","3","1","16","1","3","0","0","0","0","0","0","0","0","0","6","40","25","4","1","1","0"
"区東部","1599","7","8","77","170","1","0","0","8","3","3","3","0","0","1","1","0","0","0","1","5","40","25","4","1","1","0"
"西多摩","574","1","0","11","20","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","4","14","8","1","1","1","0"
"南多摩","2514","10","3","99","188","8","0","2","10","0","3","0","0","0","0","0","0","0","0","0","6","44","28","4","1","1","0"
"北多摩西部","744","1","2","49","47","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","21","14","2","1","1","0"
"北多摩南部","1582","5","4","73","82","6","0","4","7","1","2","2","2","0","1","0","0","0","0","0","20","33","21","3","3","3","0"
"北多摩北部","1424","7","4","50","72","8","2","1","13","0","6","1","0","0","0","0","0","0","0","1","8","23","15","2","2","2","0"
"島しょ","41","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","16376","68","54","733","1313","65","13","23","109","9","22","10","2","0","12","1","1","0","0","4","122","414","262","38","25","25","0"


