"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年19週
"集計期間終了週",2004年19週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","4","2","6","142"
"咽頭結膜熱","8","9","17","142"
"Ａ群溶血性レンサ球菌咽頭炎","61","56","117","142"
"感染性胃腸炎","210","186","396","142"
"水痘","79","49","128","142"
"手足口病","1","2","3","142"
"伝染性紅斑","26","31","57","142"
"突発性発しん","26","20","46","142"
"百日咳","1","0","1","142"
"風しん","7","3","10","142"
"ヘルパンギーナ","6","5","11","142"
"麻しん（成人麻しん以外）","1","0","1","142"
"流行性耳下腺炎","22","16","38","142"
"不明発しん症","2","1","3","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","4","3","7","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
