"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年37週
"集計期間終了週",2019年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","208","179","387","412"
"RSウイルス感染症","341","320","661","260"
"咽頭結膜熱","52","46","98","260"
"Ａ群溶血性レンサ球菌咽頭炎","185","168","353","260"
"感染性胃腸炎","508","397","905","260"
"水痘","22","23","45","260"
"手足口病","380","316","696","260"
"伝染性紅斑","25","35","60","260"
"突発性発しん","70","49","119","260"
"ヘルパンギーナ","226","214","440","260"
"流行性耳下腺炎","8","9","17","260"
"不明発しん症","16","7","23","260"
"川崎病","2","0","2","260"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","9","5","14","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","7","5","12","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","3","3","25"
