"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2021年3週
"集計期間終了週",2021年3週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","1","5","409"
"RSウイルス感染症","6","7","13","256"
"咽頭結膜熱","23","14","37","256"
"Ａ群溶血性レンサ球菌咽頭炎","50","52","102","256"
"感染性胃腸炎","456","396","852","256"
"水痘","15","14","29","256"
"手足口病","4","3","7","256"
"伝染性紅斑","3","5","8","256"
"突発性発しん","56","60","116","256"
"ヘルパンギーナ","2","0","2","256"
"流行性耳下腺炎","12","2","14","256"
"不明発しん症","5","4","9","256"
"川崎病","3","1","4","256"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","5","5","10","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","0","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
