"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年14週
"集計期間終了週",2019年14週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","217","222","439","409"
"RSウイルス感染症","43","26","69","255"
"咽頭結膜熱","17","19","36","255"
"Ａ群溶血性レンサ球菌咽頭炎","223","188","411","255"
"感染性胃腸炎","806","772","1578","255"
"水痘","53","49","102","255"
"手足口病","5","10","15","255"
"伝染性紅斑","75","81","156","255"
"突発性発しん","53","57","110","255"
"ヘルパンギーナ","2","4","6","255"
"流行性耳下腺炎","7","13","20","255"
"不明発しん症","0","5","5","255"
"川崎病","5","1","6","255"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","4","4","8","37"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","2","1","3","25"
"感染性胃腸炎（ロタウイルス）","8","3","11","25"
"インフルエンザ入院","5","3","8","25"
