"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2001年46週"
"集計期間終了週","2001年46週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","0","7","1","24","8","1","0","1","0","0","4","0","4","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区南部","0","0","0","6","42","3","0","1","6","1","0","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","4","39","3","9","2","5","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","0","2","70","6","0","0","2","0","0","0","0","1","1","0","0","1","0","0","0","1","0","0","","","","","",""
"区西北部","0","0","0","5","45","5","5","0","5","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","0","3","19","8","1","1","6","0","0","0","0","7","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","2","0","0","14","42","5","3","0","4","0","0","0","0","7","0","0","0","2","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","3","8","8","0","0","1","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","3","23","6","2","1","3","0","0","3","0","10","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","3","15","2","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","1","14","1","3","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","0","1","38","2","0","0","1","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","0","7","46","379","57","24","6","37","1","0","9","0","54","6","1","0","5","0","0","0","1","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2001年46週"
"集計期間終了週","2001年46週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","0","3","1","29","7","2","0","3","0","0","2","1","2","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区南部","1","0","2","2","26","5","1","1","3","1","0","2","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","6","39","5","3","2","5","0","0","0","0","13","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","0","2","63","8","2","1","4","0","0","0","0","3","1","0","0","1","0","0","0","2","0","0","","","","","",""
"区西北部","0","0","0","4","35","2","5","0","4","0","0","2","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","0","7","15","4","1","2","4","0","0","0","0","7","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","2","0","0","18","38","7","1","3","2","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","1","11","4","0","0","3","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","1","16","7","2","1","3","0","0","4","0","7","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","3","7","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","1","18","1","3","2","2","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","3","0","0","1","33","1","0","0","4","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","7","0","5","50","330","52","20","12","39","1","0","10","2","60","7","2","0","5","0","0","0","2","0","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2001年46週"
"集計期間終了週","2001年46週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
