"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2025年9週
"集計期間終了週",2025年9週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","303","286","589","419"
"新型コロナウイルス感染症（COVID-19）","515","643","1158","419"
"RSウイルス感染症","91","66","157","264"
"咽頭結膜熱","16","12","28","264"
"Ａ群溶血性レンサ球菌咽頭炎","279","210","489","264"
"感染性胃腸炎","1849","1592","3441","264"
"水痘","40","47","87","264"
"手足口病","5","7","12","264"
"伝染性紅斑","119","102","221","264"
"突発性発しん","22","23","45","264"
"ヘルパンギーナ","0","2","2","264"
"流行性耳下腺炎","3","5","8","264"
"不明発しん症","5","5","10","264"
"川崎病","6","0","6","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","9","8","17","39"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","3","4","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","10","2","12","25"
"インフルエンザ入院","6","5","11","25"
"COVID-19入院","81","56","137","25"
