"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2020年22週
"集計期間終了週",2020年22週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","412"
"RSウイルス感染症","0","0","0","259"
"咽頭結膜熱","0","0","0","259"
"Ａ群溶血性レンサ球菌咽頭炎","35","29","64","259"
"感染性胃腸炎","168","151","319","259"
"水痘","7","4","11","259"
"手足口病","9","9","18","259"
"伝染性紅斑","3","5","8","259"
"突発性発しん","45","41","86","259"
"ヘルパンギーナ","2","4","6","259"
"流行性耳下腺炎","10","3","13","259"
"不明発しん症","6","5","11","259"
"川崎病","2","0","2","259"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","0","0","0","37"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","1","1","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
