"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2023年45週"
"集計期間終了週","2023年45週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"～5ヶ月","8","1","0","3","1","6","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","17","7","0","11","3","38","0","2","0","2","0","0","1","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0"
"1歳","53","9","3","42","6","70","0","21","0","24","3","0","1","1","0","1","0","0","0","0","0","3","1","0","0","2","1","1","1","2","1","0","0"
"2歳","66","2","0","70","29","58","3","18","0","7","2","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"3歳","84","2","0","80","39","56","0","20","0","1","2","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","106","5","0","59","59","46","3","10","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","128","1","0","85","74","70","2","9","1","1","0","2","0","0","0","1","0","0","0","0","0","2","1","1","0","0","1","0","1","1","1","0","0"
"6歳","134","2","0","45","98","47","1","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","173","0","0","24","73","41","6","5","0","0","3","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"8歳","167","2","0","15","62","38","3","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
