"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年24週"
"集計期間終了週","2010年24週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","5","14","49","13","14","3","9","0","16","4","1","0","0","1","0","0","0","0","","","","","",""
"区南部","0","1","9","15","65","4","8","0","7","3","26","5","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","5","11","46","19","11","2","7","0","9","16","1","0","0","0","0","0","0","0","","","","","",""
"区西部","0","1","1","21","51","17","19","3","3","2","11","5","0","0","0","0","0","0","2","1","","","","","",""
"区西北部","0","0","2","11","19","17","8","6","3","2","5","7","1","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","2","17","35","10","5","9","8","0","20","7","0","0","1","0","0","0","0","0","","","","","",""
"区東部","2","1","1","13","52","8","17","5","2","6","23","7","1","0","0","1","0","0","0","0","","","","","",""
"西多摩","0","0","2","4","12","2","0","1","2","0","1","6","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","4","0","2","36","100","34","16","5","5","2","11","22","0","0","0","2","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","1","9","3","2","1","0","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","4","19","9","8","4","3","1","12","3","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","6","0","2","5","26","7","10","0","1","0","9","14","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","2","0","0","1","0","0","0","0","6","0","0","0","0","0","0","0","0","","","","","",""
"合計","12","5","33","154","483","143","119","39","50","17","144","103","4","0","1","6","0","0","2","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年24週"
"集計期間終了週","2010年24週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","2","3","7","35","8","11","1","4","0","14","10","1","1","0","1","0","0","0","0","","","","","",""
"区南部","0","1","5","10","71","10","7","0","3","1","18","5","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","1","0","3","14","37","14","1","1","6","0","9","6","1","0","0","2","0","0","0","0","","","","","",""
"区西部","0","1","1","12","60","15","8","8","3","3","15","2","0","0","0","4","0","0","2","1","","","","","",""
"区西北部","0","0","2","4","40","10","6","3","2","2","5","3","1","0","0","1","0","0","0","0","","","","","",""
"区東北部","0","0","3","21","24","11","8","15","2","0","15","3","0","0","1","1","0","0","1","0","","","","","",""
"区東部","2","1","1","9","44","16","10","6","6","10","27","5","1","0","0","1","0","0","0","0","","","","","",""
"西多摩","0","0","3","4","12","1","0","1","2","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","1","1","28","61","29","11","9","10","1","16","15","1","0","0","3","0","0","0","0","","","","","",""
"北多摩西部","0","0","1","1","9","4","2","1","1","1","1","1","1","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","2","8","17","9","2","4","1","1","6","15","0","0","0","1","0","0","0","0","","","","","",""
"北多摩北部","1","0","2","5","17","5","4","4","7","0","9","8","0","0","0","2","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"合計","5","6","27","124","427","132","71","53","47","19","137","78","6","1","1","16","0","0","3","1","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2010年24週"
"集計期間終了週","2010年24週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","4","8","21","84","21","25","4","13","0","30","14","2","1","0","2","0","0","0","0","26","18","2","4","4","0"
"区南部","0","2","14","25","136","14","15","0","10","4","44","10","0","0","0","0","0","0","0","0","25","15","3","1","1","0"
"区西南部","1","0","8","25","83","33","12","3","13","0","18","22","1","0","0","2","0","0","0","0","28","15","4","2","3","0"
"区西部","0","1","2","33","111","32","27","11","6","5","26","7","0","0","0","4","0","0","2","1","30","18","4","4","4","0"
"区西北部","0","0","4","15","59","27","14","9","5","4","10","10","1","0","0","1","0","0","0","0","39","20","6","2","2","0"
"区東北部","0","0","5","38","59","21","13","24","10","0","35","10","0","0","1","1","0","0","1","0","25","11","4","1","1","0"
"区東部","2","1","2","22","96","24","27","11","8","16","50","12","1","0","0","2","0","0","0","0","27","12","4","1","1","0"
"西多摩","0","0","5","4","24","3","0","1","2","0","3","8","0","0","0","0","0","0","0","0","9","5","1","1","1","0"
