"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2014年24週
"集計期間終了週",2014年24週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","9","5","14","413"
"RSウイルス感染症","8","8","16","264"
"咽頭結膜熱","142","95","237","264"
"Ａ群溶血性レンサ球菌咽頭炎","466","340","806","264"
"感染性胃腸炎","875","805","1680","264"
"水痘","149","130","279","264"
"手足口病","46","34","80","264"
"伝染性紅斑","46","59","105","264"
"突発性発しん","121","116","237","264"
"百日咳","1","3","4","264"
"ヘルパンギーナ","135","93","228","264"
"流行性耳下腺炎","34","38","72","264"
"不明発しん症","16","19","35","264"
"川崎病","1","1","2","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","11","6","17","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","3","0","3","25"
"クラミジア肺炎(オウム病は除く)","0","2","2","25"
"感染性胃腸炎（ロタウイルス）","2","0","2","25"
"インフルエンザ入院","0","0","0","25"
