"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年49週
"集計期間終了週",2006年49週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1","2","3","178"
"RSウイルス感染症","36","28","64","142"
"咽頭結膜熱","14","20","34","142"
"Ａ群溶血性レンサ球菌咽頭炎","97","90","187","142"
"感染性胃腸炎","1952","1944","3896","142"
"水痘","86","84","170","142"
"手足口病","33","21","54","142"
"伝染性紅斑","28","30","58","142"
"突発性発しん","34","30","64","142"
"百日咳","0","0","0","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","6","2","8","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","33","26","59","142"
"不明発しん症","6","7","13","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","9","4","13","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","3","0","3","25"
"クラミジア肺炎(オウム病は除く)","0","1","1","25"
"成人麻しん","0","0","0","25"
