"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年7週
"集計期間終了週",2010年7週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","249","237","486","288"
"RSウイルス感染症","44","36","80","149"
"咽頭結膜熱","13","8","21","149"
"Ａ群溶血性レンサ球菌咽頭炎","139","109","248","149"
"感染性胃腸炎","886","826","1712","149"
"水痘","138","129","267","149"
"手足口病","8","3","11","149"
"伝染性紅斑","10","11","21","149"
"突発性発しん","39","34","73","149"
"百日咳","1","2","3","149"
"ヘルパンギーナ","2","1","3","149"
"流行性耳下腺炎","51","41","92","149"
"不明発しん症","4","3","7","149"
"川崎病","2","0","2","149"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","7","11","18","39"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","1","4","5","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
