"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2003年15週
"集計期間終了週",2003年15週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","4","7","11","178"
"RSウイルス感染症","0","0","0","142"
"咽頭結膜熱","3","5","8","142"
"Ａ群溶血性レンサ球菌咽頭炎","40","40","80","142"
"感染性胃腸炎","319","311","630","142"
"水痘","82","72","154","142"
"手足口病","6","14","20","142"
"伝染性紅斑","16","13","29","142"
"突発性発しん","38","39","77","142"
"百日咳","1","0","1","142"
"風しん","3","1","4","142"
"ヘルパンギーナ","1","5","6","142"
"麻しん（成人麻しん以外）","7","8","15","142"
"流行性耳下腺炎","22","9","31","142"
"不明発しん症","8","4","12","142"
"川崎病","1","0","1","142"
"急性出血性結膜炎","1","1","2","14"
"流行性角結膜炎","9","2","11","14"
"急性脳炎(日本脳炎を除く)","0","0","0","25"
"細菌性髄膜炎","0","2","2","25"
"無菌性髄膜炎","1","1","2","25"
"マイコプラズマ肺炎","2","1","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","1","3","4","25"
