"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2019年29週
"集計期間終了週",2019年29週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","21","15","36","411"
"RSウイルス感染症","116","93","209","262"
"咽頭結膜熱","64","46","110","262"
"Ａ群溶血性レンサ球菌咽頭炎","262","219","481","262"
"感染性胃腸炎","574","500","1074","262"
"水痘","42","49","91","262"
"手足口病","2159","1823","3982","262"
"伝染性紅斑","47","40","87","262"
"突発性発しん","57","42","99","262"
"ヘルパンギーナ","530","495","1025","262"
"流行性耳下腺炎","17","10","27","262"
"不明発しん症","14","12","26","262"
"川崎病","2","0","2","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","4","5","9","38"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","2","0","2","25"
"マイコプラズマ肺炎","1","3","4","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","0","1","1","25"
