"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2012年37週
"集計期間終了週",2012年37週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","23","20","43","409"
"RSウイルス感染症","189","169","358","258"
"咽頭結膜熱","100","94","194","258"
"Ａ群溶血性レンサ球菌咽頭炎","152","118","270","258"
"感染性胃腸炎","521","442","963","258"
"水痘","48","34","82","258"
"手足口病","73","59","132","258"
"伝染性紅斑","9","11","20","258"
"突発性発しん","131","112","243","258"
"百日咳","4","1","5","258"
"ヘルパンギーナ","122","105","227","258"
"流行性耳下腺炎","45","30","75","258"
"不明発しん症","33","28","61","258"
"川崎病","0","2","2","258"
"急性出血性結膜炎","0","0","0","37"
"流行性角結膜炎","14","10","24","37"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","3","0","3","25"
"マイコプラズマ肺炎","14","13","27","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
