"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年35週
"集計期間終了週",2010年35週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","9","8","17","286"
"RSウイルス感染症","7","2","9","149"
"咽頭結膜熱","17","21","38","149"
"Ａ群溶血性レンサ球菌咽頭炎","35","44","79","149"
"感染性胃腸炎","251","228","479","149"
"水痘","29","26","55","149"
"手足口病","102","72","174","149"
"伝染性紅斑","41","32","73","149"
"突発性発しん","54","63","117","149"
"百日咳","3","10","13","149"
"ヘルパンギーナ","56","44","100","149"
"流行性耳下腺炎","45","25","70","149"
"不明発しん症","9","10","19","149"
"川崎病","3","0","3","149"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","9","12","21","39"
"細菌性髄膜炎","0","0","0","22"
"無菌性髄膜炎","2","0","2","22"
"マイコプラズマ肺炎","3","3","6","22"
"クラミジア肺炎(オウム病は除く)","1","0","1","22"
