"定点報告疾患 週報告分 保健所別"
"東京都"
"集計期間開始週","2012年37週"
"集計期間終了週","2012年37週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","","","","","",""
"中央区","0","2","1","1","2","0","2","0","4","0","1","1","1","0","0","1","0","0","0","0","0","","","","","",""
"みなと","0","4","4","1","13","2","0","1","3","0","2","0","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","4","3","5","8","2","3","1","4","0","0","1","0","0","0","0","0","0","1","0","0","","","","","",""
"文京","0","1","2","1","3","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","0","1","11","2","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","8","6","2","1","0","0","3","0","5","0","4","2","1","0","0","1","0","1","1","0","0","","","","","",""
"江東区","4","9","19","4","40","1","12","2","7","0","6","3","2","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","3","2","5","18","1","0","0","7","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","1","0","0","0","3","0","0","0","1","0","3","0","0","0","0","1","0","0","0","0","0","","","","","",""
"大田区","2","38","14","11","52","3","4","0","6","2","7","2","3","0","0","2","0","0","0","0","0","","","","","",""
"世田谷","0","11","0","8","36","1","2","2","3","0","12","1","1","0","0","2","0","1","1","0","0","","","","","",""
"渋谷区","0","1","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","","","","","",""
"中野区","0","0","0","2","21","0","2","0","1","0","4","1","1","0","0","1","0","0","0","0","0","","","","","",""
"杉並","0","1","0","7","21","0","1","0","6","0","4","0","0","0","0","5","0","0","0","0","0","","","","","",""
"池袋","0","1","0","1","3","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","6","2","13","0","4","0","6","0","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","15","7","5","11","1","4","2","3","0","4","0","3","0","0","1","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","4","8","0","0","0","6","0","2","3","3","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","2","7","3","6","15","2","1","0","11","0","7","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","4","8","10","21","2","1","0","6","0","9","1","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","2","1","0","28","1","5","0","1","0","6","1","0","0","0","0","0","0","4","0","0","","","","","",""
"江戸川","1","11","1","4","33","0","3","0","8","0","6","1","4","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","11","6","16","50","3","1","0","7","0","4","8","1","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","5","6","32","2","3","0","4","0","8","2","2","0","0","0","0","0","0","0","0","","","","","",""
