"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2007年51週
"集計期間終了週",2007年51週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","1323","1213","2536","288"
"RSウイルス感染症","73","53","126","150"
"咽頭結膜熱","27","20","47","150"
"Ａ群溶血性レンサ球菌咽頭炎","181","156","337","150"
"感染性胃腸炎","1613","1535","3148","150"
"水痘","128","117","245","150"
"手足口病","18","11","29","150"
"伝染性紅斑","22","12","34","150"
"突発性発しん","31","40","71","150"
"百日咳","4","3","7","150"
"風しん","0","0","0","150"
"ヘルパンギーナ","8","2","10","150"
"麻しん（成人麻しん以外）","0","0","0","150"
"流行性耳下腺炎","22","17","39","150"
"不明発しん症","5","4","9","150"
"川崎病","1","1","2","150"
"急性出血性結膜炎","0","1","1","38"
"流行性角結膜炎","10","17","27","38"
"細菌性髄膜炎","0","0","0","23"
"無菌性髄膜炎","0","0","0","23"
"マイコプラズマ肺炎","4","8","12","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
"成人麻しん","1","1","2","23"
