"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2005年13週
"集計期間終了週",2005年13週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","293","295","588","178"
"RSウイルス感染症","5","5","10","142"
"咽頭結膜熱","7","7","14","142"
"Ａ群溶血性レンサ球菌咽頭炎","58","28","86","142"
"感染性胃腸炎","363","333","696","142"
"水痘","61","82","143","142"
"手足口病","6","3","9","142"
"伝染性紅斑","9","12","21","142"
"突発性発しん","27","30","57","142"
"百日咳","0","0","0","142"
"風しん","1","0","1","142"
"ヘルパンギーナ","1","2","3","142"
"麻しん（成人麻しん以外）","0","0","0","142"
"流行性耳下腺炎","83","65","148","142"
"不明発しん症","2","3","5","142"
"川崎病","0","0","0","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","12","7","19","14"
"細菌性髄膜炎","0","1","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","1","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
