"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2006年3月"
"集計期間終了月","2006年3月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","3","0"
"1～4歳","0","0","0","0","0","0","1","5","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","0","0","0","1","1","0"
"15～19歳","3","1","0","0","0","0","0","0","0"
"20～24歳","18","5","8","15","0","0","1","0","0"
"25～29歳","23","10","9","14","0","0","1","0","0"
"30～34歳","19","5","7","8","0","0","3","0","0"
"35～39歳","16","5","5","5","0","0","0","1","0"
"40～44歳","9","6","5","6","0","0","5","0","0"
"45～49歳","4","7","7","1","0","1","2","0","0"
"50～54歳","4","2","5","0","0","0","2","1","0"
"55～59歳","1","1","1","1","0","0","6","1","0"
"60～64歳","2","0","0","0","0","0","12","1","1"
"65～69歳","1","0","0","0","0","0","6","1","0"
"70歳以上","0","0","0","0","0","0","37","4","0"
"合計","100","42","47","50","0","1","80","19","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2006年3月"
"集計期間終了月","2006年3月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","4","0"
"1～4歳","0","0","0","0","0","0","2","6","0"
"5～9歳","0","0","0","0","0","0","0","2","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","9","1","0","1","0","0","0","0","0"
"20～24歳","31","3","4","3","1","0","0","0","0"
"25～29歳","22","10","11","3","0","0","0","0","0"
"30～34歳","14","3","6","0","2","0","0","0","0"
"35～39歳","7","7","1","1","0","0","0","0","0"
"40～44歳","4","6","4","0","0","0","1","1","0"
"45～49歳","2","2","2","0","1","0","0","0","0"
"50～54歳","0","1","0","0","1","0","3","0","0"
"55～59歳","0","1","0","0","0","0","2","1","0"
"60～64歳","0","2","0","0","0","0","3","2","0"
"65～69歳","0","0","1","0","0","0","6","0","0"
"70歳以上","0","0","0","0","0","0","20","2","0"
"合計","89","36","29","8","5","0","38","18","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2006年3月"
"集計期間終了月","2006年3月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","7","0"
"1～4歳","0","0","0","0","0","0","3","11","0"
"5～9歳","0","0","0","0","0","0","0","3","0"
"10～14歳","0","0","0","0","0","0","1","1","0"
"15～19歳","12","2","0","1","0","0","0","0","0"
"20～24歳","49","8","12","18","1","0","1","0","0"
"25～29歳","45","20","20","17","0","0","1","0","0"
"30～34歳","33","8","13","8","2","0","3","0","0"
"35～39歳","23","12","6","6","0","0","0","1","0"
"40～44歳","13","12","9","6","0","0","6","1","0"
"45～49歳","6","9","9","1","1","1","2","0","0"
"50～54歳","4","3","5","0","1","0","5","1","0"
"55～59歳","1","2","1","1","0","0","8","2","0"
"60～64歳","2","2","0","0","0","0","15","3","1"
"65～69歳","1","0","1","0","0","0","12","1","0"
"70歳以上","0","0","0","0","0","0","57","6","0"
"合計","189","78","76","58","5","1","118","37","1"
"定点数","41","41","41","41","41","41","25","25","25"


