"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年10週
"集計期間終了週",2010年10週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","46","49","95","287"
"RSウイルス感染症","44","22","66","149"
"咽頭結膜熱","9","13","22","149"
"Ａ群溶血性レンサ球菌咽頭炎","145","102","247","149"
"感染性胃腸炎","881","809","1690","149"
"水痘","119","106","225","149"
"手足口病","15","7","22","149"
"伝染性紅斑","19","15","34","149"
"突発性発しん","52","38","90","149"
"百日咳","0","5","5","149"
"ヘルパンギーナ","2","6","8","149"
"流行性耳下腺炎","52","53","105","149"
"不明発しん症","2","3","5","149"
"川崎病","3","1","4","149"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","9","4","13","39"
"細菌性髄膜炎","0","1","1","23"
"無菌性髄膜炎","0","1","1","23"
"マイコプラズマ肺炎","3","5","8","23"
"クラミジア肺炎(オウム病は除く)","0","0","0","23"
