"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年17週"
"集計期間終了週","2012年17週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","32","0","7","18","86","12","3","0","7","0","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"区南部","32","3","9","24","152","3","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","25","1","1","31","148","13","0","2","9","0","0","1","0","0","0","2","0","0","0","0","0","","","","","",""
"区西部","32","0","1","31","139","4","2","1","4","0","0","3","0","0","0","1","0","0","2","0","1","","","","","",""
"区西北部","32","0","3","26","132","14","0","0","12","0","0","2","2","0","0","0","0","0","0","0","1","","","","","",""
"区東北部","49","1","3","32","192","14","1","3","9","0","0","0","1","0","1","1","0","0","3","0","0","","","","","",""
"区東部","35","5","7","30","197","10","1","1","15","0","1","4","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","18","1","1","6","47","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","48","2","5","57","288","30","2","1","16","0","1","9","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","19","3","1","26","98","5","0","0","7","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","55","0","0","34","125","11","2","3","11","1","0","2","4","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","30","2","6","21","114","9","0","1","1","0","0","1","0","0","0","2","0","0","0","0","1","","","","","",""
"島しょ","7","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","414","18","44","338","1718","130","11","12","98","1","2","26","10","0","1","6","0","0","5","0","4","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年17週"
"集計期間終了週","2012年17週"
"性別","女性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","24","0","2","7","86","2","1","0","6","0","0","1","2","2","0","0","0","0","1","0","1","","","","","",""
"区南部","34","5","4","22","147","3","1","1","2","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","44","1","1","28","127","13","1","2","5","0","0","1","1","0","0","4","0","0","0","1","0","","","","","",""
"区西部","38","1","1","29","121","5","1","1","2","1","0","1","0","1","0","1","0","0","2","0","1","","","","","",""
"区西北部","36","1","4","19","111","15","1","1","9","1","0","1","1","0","0","0","0","0","0","0","1","","","","","",""
"区東北部","35","1","11","30","199","14","1","1","9","0","0","3","1","0","1","1","0","0","10","0","2","","","","","",""
"区東部","35","1","3","20","189","4","1","3","8","0","1","5","2","0","0","0","0","0","1","0","0","","","","","",""
"西多摩","18","1","1","2","32","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","39","2","6","62","249","29","2","6","12","1","1","8","3","0","0","0","0","1","0","0","0","","","","","",""
"北多摩西部","17","1","1","10","91","1","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","49","0","0","21","124","7","2","1","11","1","0","2","3","0","0","1","1","0","0","0","0","","","","","",""
"北多摩北部","23","5","1","24","85","11","2","1","5","0","0","1","1","0","0","12","0","0","0","0","1","","","","","",""
"島しょ","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","395","19","35","275","1561","105","13","17","72","5","2","27","15","3","1","19","1","1","14","1","6","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2012年17週"
"集計期間終了週","2012年17週"
"性別","男女合計"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","56","0","9","25","172","14","4","0","13","0","0","2","2","2","0","0","0","0","1","0","1","31","20","2","4","4","0"
"区南部","66","8","13","46","299","6","1","1","7","1","0","2","0","0","0","0","0","0","0","0","0","32","20","3","1","1","0"
"区西南部","69","2","2","59","275","26","1","2","14","0","0","2","1","0","0","6","0","0","0","1","0","40","25","4","3","3","0"
"区西部","70","1","2","60","260","9","3","2","6","1","0","4","0","1","0","2","0","0","2","0","1","39","25","3","4","4","0"
"区西北部","68","1","7","45","243","29","1","1","21","1","0","3","3","0","0","0","0","0","0","0","1","53","34","6","2","2","0"
"区東北部","84","1","14","62","391","28","2","4","18","0","0","3","2","0","1","2","0","0","13","0","2","38","24","4","1","1","0"
"区東部","70","6","10","50","386","14","2","4","23","0","2","9","3","0","0","0","0","0","1","0","0","40","26","4","1","1","0"
"西多摩","36","1","2","8","79","6","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","87","4","11","119","537","59","2","7","28","1","2","17","4","0","0","0","0","1","0","0","0","44","28","4","1","1","0"
"北多摩西部","36","4","1","36","189","6","0","0","8","0","0","3","1","0","0","0","0","0","0","0","0","20","14","2","1","1","0"
"北多摩南部","104","0","0","55","249","18","4","4","22","1","0","2","7","0","0","1","1","0","0","0","0","31","20","3","3","3","0"
"北多摩北部","53","7","7","45","199","20","2","2","6","0","0","1","1","0","0","14","0","0","0","0","2","22","14","2","2","2","0"
"島しょ","10","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","809","35","78","613","3279","235","22","27","169","5","4","50","24","3","1","25","1","1","17","1","7","406","259","38","25","25","0"


