"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2011年30週
"集計期間終了週",2011年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","3","0","3","415"
"RSウイルス感染症","33","29","62","262"
"咽頭結膜熱","105","77","182","262"
"Ａ群溶血性レンサ球菌咽頭炎","166","137","303","262"
"感染性胃腸炎","539","389","928","262"
"水痘","95","66","161","262"
"手足口病","1614","1264","2878","262"
"伝染性紅斑","72","59","131","262"
"突発性発しん","95","94","189","262"
"百日咳","3","3","6","262"
"ヘルパンギーナ","1128","976","2104","262"
"流行性耳下腺炎","56","38","94","262"
"不明発しん症","47","43","90","262"
"川崎病","4","0","4","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","7","7","14","38"
"細菌性髄膜炎","0","1","1","24"
"無菌性髄膜炎","4","2","6","24"
"マイコプラズマ肺炎","11","12","23","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
"インフルエンザ入院","0","0","0","25"
