"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2018年25週
"集計期間終了週",2018年25週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","15","20","35","416"
"RSウイルス感染症","39","43","82","262"
"咽頭結膜熱","106","92","198","262"
"Ａ群溶血性レンサ球菌咽頭炎","444","386","830","262"
"感染性胃腸炎","956","831","1787","262"
"水痘","42","42","84","262"
"手足口病","66","51","117","262"
"伝染性紅斑","129","170","299","262"
"突発性発しん","111","72","183","262"
"ヘルパンギーナ","59","80","139","262"
"流行性耳下腺炎","25","18","43","262"
"不明発しん症","9","6","15","262"
"川崎病","3","2","5","262"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","14","10","24","38"
"細菌性髄膜炎","0","2","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","1","1","2","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","1","0","1","25"
"インフルエンザ入院","1","0","1","25"
