"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年4月"
"集計期間終了月","2007年4月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","24","7","5","18","0","0","6","3","0","",""
"区南部","1","0","0","1","0","0","5","0","0","",""
"区西南部","6","4","0","1","0","0","5","1","0","",""
"区西部","36","26","16","33","0","6","50","10","1","",""
"区西北部","15","10","9","11","0","0","6","0","0","",""
"区東北部","5","2","1","1","0","0","0","1","0","",""
"区東部","19","12","6","16","0","1","2","6","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","3","0","0","2","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","8","7","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","109","61","37","83","0","7","82","28","1","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年4月"
"集計期間終了月","2007年4月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","21","5","8","4","3","0","2","1","0","",""
"区南部","1","0","0","0","0","0","1","0","0","",""
"区西南部","4","9","13","0","0","0","4","0","1","",""
"区西部","10","4","5","2","2","0","24","5","0","",""
"区西北部","7","1","1","1","3","0","2","0","0","",""
"区東北部","2","2","0","0","1","0","6","2","0","",""
"区東部","9","8","2","1","2","0","2","9","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","13","3","2","2","4","0","3","0","0","",""
"北多摩西部","17","1","1","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","0","0","0","",""
"北多摩北部","1","0","0","0","0","0","4","7","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","85","33","32","10","15","0","48","24","1","",""


"定点報告疾患 月報告分 医療圏別"
"東京都"
"集計期間開始月","2007年4月"
"集計期間終了月","2007年4月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","45","12","13","22","3","0","8","4","0","11","4"
"区南部","2","0","0","1","0","0","6","0","0","3","1"
"区西南部","10","13","13","1","0","0","9","1","1","5","4"
"区西部","46","30","21","35","2","6","74","15","1","10","4"
"区西北部","22","11","10","12","3","0","8","0","0","6","2"
"区東北部","7","4","1","1","1","0","6","3","0","3","1"
"区東部","28","20","8","17","2","1","4","15","0","6","1"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","13","3","2","2","4","0","3","0","0","5","1"
"北多摩西部","17","1","1","0","0","0","0","0","0","2","1"
"北多摩南部","3","0","0","2","0","0","0","0","0","3","2"
"北多摩北部","1","0","0","0","0","0","12","14","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","194","94","69","93","15","7","130","52","2","55","25"


