"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年6月"
"集計期間終了月","2011年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","9","3","3","8","0","1","0","0","0","0","",""
"中央区","10","2","1","0","0","0","0","0","0","0","",""
"みなと","9","22","9","4","0","0","8","1","0","0","",""
"新宿区","36","10","22","32","0","7","10","1","0","0","",""
"文京","9","0","0","0","0","0","2","0","0","0","",""
"台東","0","0","0","0","0","0","0","0","0","0","",""
"墨田区","3","0","0","0","0","0","2","3","0","0","",""
"江東区","15","4","1","11","0","0","0","0","0","0","",""
"品川区","1","0","0","3","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","1","0","0","0","0","0","4","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","0","0","0","",""
"渋谷区","1","3","2","0","0","0","1","0","0","0","",""
"中野区","7","0","0","2","0","0","0","0","0","0","",""
"杉並","4","0","0","0","0","0","2","1","0","0","",""
"池袋","14","5","5","2","0","2","1","2","0","0","",""
"北区","2","0","3","0","0","1","0","0","0","0","",""
"荒川区","0","0","0","0","0","0","0","0","0","0","",""
"板橋区","2","0","0","3","0","0","1","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","0","",""
"足立","2","1","1","3","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","0","8","0","0","",""
"江戸川","7","2","0","1","0","0","0","0","0","0","",""
"八王子市","1","0","0","0","0","0","0","0","0","0","",""
"町田市","0","0","0","0","0","0","0","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","0","",""
"多摩立川","1","0","0","0","0","0","0","0","0","0","",""
"多摩府中","1","0","0","1","0","0","23","18","1","0","",""
"多摩小平","0","0","0","0","0","0","1","3","0","0","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","",""
"合計","135","52","47","70","0","11","57","37","1","0","",""


"定点報告疾患 月報告分 保健所別"
"東京都"
"集計期間開始月","2011年6月"
"集計期間終了月","2011年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"千代田","2","0","1","0","0","0","0","0","0","0","",""
"中央区","3","0","0","0","0","0","0","0","0","0","",""
"みなと","9","4","2","2","0","0","2","0","0","0","",""
"新宿区","10","16","11","3","1","0","8","1","0","0","",""
"文京","0","0","0","0","0","0","1","0","0","0","",""
"台東","3","1","0","0","1","0","0","0","0","0","",""
"墨田区","0","1","2","0","1","0","0","3","0","0","",""
"江東区","0","0","1","0","1","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","",""
"大田区","9","0","0","0","0","1","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","1","0","0","0","",""
"渋谷区","6","8","3","1","1","0","0","0","0","0","",""
"中野区","1","0","2","0","0","0","0","0","0","0","",""
"杉並","1","0","0","0","0","0","0","0","0","0","",""
"池袋","11","4","0","1","1","0","3","5","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","0","",""
"荒川区","0","1","0","0","0","0","0","0","0","0","",""
"板橋区","5","2","0","0","0","0","0","0","0","0","",""
