"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2016年1週
"集計期間終了週",2016年1週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","357","326","683","412"
"RSウイルス感染症","85","69","154","260"
"咽頭結膜熱","53","47","100","260"
"Ａ群溶血性レンサ球菌咽頭炎","262","232","494","260"
"感染性胃腸炎","1052","1090","2142","260"
"水痘","145","110","255","260"
"手足口病","5","6","11","260"
"伝染性紅斑","50","51","101","260"
"突発性発しん","38","47","85","260"
"百日咳","1","5","6","260"
"ヘルパンギーナ","1","2","3","260"
"流行性耳下腺炎","107","98","205","260"
"不明発しん症","6","6","12","260"
"川崎病","4","4","8","260"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","14","9","23","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","24","27","51","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","6","8","25"
