"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2004年40週
"集計期間終了週",2004年40週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","0","0","0","178"
"RSウイルス感染症","10","10","20","142"
"咽頭結膜熱","8","11","19","142"
"Ａ群溶血性レンサ球菌咽頭炎","34","20","54","142"
"感染性胃腸炎","140","131","271","142"
"水痘","25","20","45","142"
"手足口病","40","31","71","142"
"伝染性紅斑","5","1","6","142"
"突発性発しん","55","37","92","142"
"百日咳","0","2","2","142"
"風しん","0","1","1","142"
"ヘルパンギーナ","15","16","31","142"
"麻しん（成人麻しん以外）","1","0","1","142"
"流行性耳下腺炎","45","38","83","142"
"不明発しん症","13","3","16","142"
"川崎病","2","1","3","142"
"急性出血性結膜炎","1","0","1","14"
"流行性角結膜炎","7","2","9","14"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","1","0","1","25"
"マイコプラズマ肺炎","0","3","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
