"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年30週
"集計期間終了週",2017年30週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","35","25","60","417"
"RSウイルス感染症","235","170","405","263"
"咽頭結膜熱","162","133","295","263"
"Ａ群溶血性レンサ球菌咽頭炎","251","204","455","263"
"感染性胃腸炎","558","531","1089","263"
"水痘","42","33","75","263"
"手足口病","1511","1342","2853","263"
"伝染性紅斑","13","11","24","263"
"突発性発しん","85","73","158","263"
"百日咳","2","0","2","263"
"ヘルパンギーナ","335","334","669","263"
"流行性耳下腺炎","32","37","69","263"
"不明発しん症","27","15","42","263"
"川崎病","2","1","3","263"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","14","11","25","39"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","1","2","3","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","1","1","2","25"
