"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年12月"
"集計期間終了月","2014年12月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","0","0"
"1～4歳","0","0","0","0","0","0","0","2","0"
"5～9歳","0","0","0","0","0","0","0","2","0"
"10～14歳","0","0","0","0","0","0","3","1","0"
"15～19歳","1","0","2","2","0","0","0","0","0"
"20～24歳","15","3","4","13","0","0","0","0","0"
"25～29歳","16","6","6","5","0","3","0","0","0"
"30～34歳","10","9","11","10","0","2","2","0","0"
"35～39歳","14","11","8","7","0","2","0","0","0"
"40～44歳","11","13","7","8","0","1","1","0","0"
"45～49歳","10","6","6","11","0","0","0","0","0"
"50～54歳","5","4","1","5","0","1","1","0","0"
"55～59歳","2","5","1","0","0","0","2","0","0"
"60～64歳","3","2","1","0","0","0","4","0","0"
"65～69歳","1","4","1","0","0","0","1","0","0"
"70歳以上","0","1","1","0","0","0","25","1","2"
"合計","88","64","49","61","0","9","46","6","2"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年12月"
"集計期間終了月","2014年12月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1～4歳","0","0","0","0","0","0","6","1","0"
"5～9歳","0","0","0","0","0","0","1","1","0"
"10～14歳","0","0","0","0","0","0","2","0","0"
"15～19歳","6","1","1","0","2","0","0","0","0"
"20～24歳","24","4","7","7","1","0","0","0","0"
"25～29歳","18","5","4","10","2","1","0","0","0"
"30～34歳","19","6","4","5","1","2","1","0","0"
"35～39歳","13","2","3","4","0","0","0","0","0"
"40～44歳","2","7","1","6","2","1","0","0","0"
"45～49歳","9","3","0","2","2","0","1","0","0"
"50～54歳","1","0","0","3","1","0","0","0","0"
"55～59歳","0","0","0","1","0","0","0","0","0"
"60～64歳","0","1","0","0","0","0","2","0","0"
"65～69歳","0","0","0","0","1","0","0","0","0"
"70歳以上","0","2","0","0","0","0","8","1","0"
"合計","92","31","20","38","12","4","24","3","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2014年12月"
"集計期間終了月","2014年12月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","10","0","0"
"1～4歳","0","0","0","0","0","0","6","3","0"
"5～9歳","0","0","0","0","0","0","1","3","0"
"10～14歳","0","0","0","0","0","0","5","1","0"
"15～19歳","7","1","3","2","2","0","0","0","0"
"20～24歳","39","7","11","20","1","0","0","0","0"
"25～29歳","34","11","10","15","2","4","0","0","0"
"30～34歳","29","15","15","15","1","4","3","0","0"
"35～39歳","27","13","11","11","0","2","0","0","0"
"40～44歳","13","20","8","14","2","2","1","0","0"
"45～49歳","19","9","6","13","2","0","1","0","0"
"50～54歳","6","4","1","8","1","1","1","0","0"
"55～59歳","2","5","1","1","0","0","2","0","0"
"60～64歳","3","3","1","0","0","0","6","0","0"
"65～69歳","1","4","1","0","1","0","1","0","0"
"70歳以上","0","3","1","0","0","0","33","2","2"
"合計","180","95","69","99","12","13","70","9","2"
"定点数","51","51","51","51","51","51","25","25","25"


