"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2022年6月"
"集計期間終了月","2022年6月"
"性別","男性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","0","0"
"1～4歳","0","0","0","0","0","0","1","0","0"
"5～9歳","0","0","0","0","0","0","0","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","3","0","1","4","0","0","0","0","0"
"20～24歳","15","3","16","7","0","0","0","0","0"
"25～29歳","18","2","18","13","0","0","0","0","0"
"30～34歳","12","5","11","13","0","0","0","0","0"
"35～39歳","22","2","11","11","0","0","0","0","0"
"40～44歳","11","7","17","5","0","0","0","0","0"
"45～49歳","9","9","12","6","0","0","2","0","0"
"50～54歳","5","6","4","5","1","0","2","0","0"
"55～59歳","3","3","1","2","0","0","5","0","1"
"60～64歳","1","0","1","0","0","0","3","0","0"
"65～69歳","0","0","2","0","0","0","1","0","0"
"70歳以上","1","1","0","0","0","0","18","0","0"
"合計","100","38","94","66","1","0","33","1","1"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2022年6月"
"集計期間終了月","2022年6月"
"性別","女性"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","0","0"
"1～4歳","0","0","0","0","0","0","2","0","0"
"5～9歳","0","0","0","0","0","0","2","1","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","12","1","1","2","0","0","0","0","0"
"20～24歳","22","3","13","4","5","0","0","0","0"
"25～29歳","22","5","13","4","3","0","0","0","0"
"30～34歳","14","5","7","3","2","0","0","0","0"
"35～39歳","5","3","6","1","1","0","1","0","0"
"40～44歳","2","2","2","2","0","0","1","0","0"
"45～49歳","5","1","0","4","1","0","0","0","0"
"50～54歳","3","0","1","1","2","0","0","0","0"
"55～59歳","2","1","1","1","0","0","2","0","0"
"60～64歳","1","2","0","0","0","0","0","0","0"
"65～69歳","0","0","0","0","0","0","0","0","0"
"70歳以上","0","1","0","0","0","0","15","0","0"
"合計","88","24","44","22","14","0","29","1","0"


"定点報告疾患 月報告分 年齢別集計表"
"東京都"
"集計期間開始月","2022年6月"
"集計期間終了月","2022年6月"
"性別","男女合計"

"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","0","0"
"1～4歳","0","0","0","0","0","0","3","0","0"
"5～9歳","0","0","0","0","0","0","2","2","0"
"10～14歳","0","0","0","0","0","0","0","0","0"
"15～19歳","15","1","2","6","0","0","0","0","0"
"20～24歳","37","6","29","11","5","0","0","0","0"
"25～29歳","40","7","31","17","3","0","0","0","0"
"30～34歳","26","10","18","16","2","0","0","0","0"
"35～39歳","27","5","17","12","1","0","1","0","0"
"40～44歳","13","9","19","7","0","0","1","0","0"
"45～49歳","14","10","12","10","1","0","2","0","0"
"50～54歳","8","6","5","6","3","0","2","0","0"
"55～59歳","5","4","2","3","0","0","7","0","1"
"60～64歳","2","2","1","0","0","0","3","0","0"
"65～69歳","0","0","2","0","0","0","1","0","0"
"70歳以上","1","2","0","0","0","0","33","0","0"
"合計","188","62","138","88","15","0","62","2","1"
"定点数","54","54","54","54","54","54","25","25","25"


