"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2010年27週
"集計期間終了週",2010年27週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","7","11","18","285"
"RSウイルス感染症","4","6","10","148"
"咽頭結膜熱","29","24","53","148"
"Ａ群溶血性レンサ球菌咽頭炎","87","89","176","148"
"感染性胃腸炎","319","268","587","148"
"水痘","93","80","173","148"
"手足口病","316","268","584","148"
"伝染性紅斑","52","42","94","148"
"突発性発しん","48","48","96","148"
"百日咳","7","10","17","148"
"ヘルパンギーナ","702","623","1325","148"
"流行性耳下腺炎","98","75","173","148"
"不明発しん症","15","7","22","148"
"川崎病","3","1","4","148"
"急性出血性結膜炎","1","0","1","39"
"流行性角結膜炎","11","4","15","39"
"細菌性髄膜炎","0","0","0","24"
"無菌性髄膜炎","0","0","0","24"
"マイコプラズマ肺炎","0","5","5","24"
"クラミジア肺炎(オウム病は除く)","0","0","0","24"
