"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2015年49週"
"集計期間終了週","2015年49週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","22","0","0","15","2","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","5","43","1","2","107","5","0","1","24","0","3","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","66","11","10","277","4","6","5","48","0","2","1","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","3","28","11","15","207","14","3","4","8","0","2","4","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"3歳","1","18","6","31","150","9","3","7","4","0","0","4","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"4歳","3","5","12","71","166","14","5","13","3","0","0","12","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","4","2","12","79","153","19","1","13","1","0","0","10","0","1","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0"
"6歳","3","0","6","61","92","18","0","7","1","0","1","7","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","3","0","2","44","77","14","0","9","0","0","0","9","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","3","0","4","41","67","9","1","0","0","0","0","10","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","2","1","1","36","40","5","0","3","0","0","0","9","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","1"
"10～14歳","7","0","5","61","103","7","0","7","0","0","0","5","0","0","0","1","0","0","6","0","0","1","0","0","0","0","0","1","0"
"15～19歳","2","0","0","5","24","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20～29歳","2","0","1","9","112","0","1","1","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30～39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40～49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50～59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","45","185","72","465","1590","120","21","70","90","0","9","71","8","6","0","16","2","0","21","0","1","2","1","0","1","0","0","1","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2015年49週"
"集計期間終了週","2015年49週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","36","0","0","16","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","0","36","0","0","84","2","0","0","21","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","0","52","5","5","266","9","5","4","24","0","0","2","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","1","25","7","14","173","6","3","5","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","9","5","30","153","10","4","3","0","1","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"4歳","2","4","11","36","136","14","2","10","0","0","0","12","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","4","2","4","51","110","12","3","7","0","0","1","11","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"6歳","2","0","4","46","90","14","0","8","0","0","1","12","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","4","45","63","10","2","8","0","0","0","19","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","4","1","2","41","49","8","0","4","0","0","0","6","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","2","0","1","40","39","3","0","2","0","1","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10～14歳","6","0","2","48","90","4","1","1","0","0","0","8","0","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0"
"15～19歳","1","0","0","2","30","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20～29歳","3","0","4","25","228","0","1","2","0","0","0","6","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0"
"30～39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","1","1","0","0","0","0","0","0","0","0","0"
"40～49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"50～59歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"合計","34","165","49","383","1527","93","21","54","52","2","6","84","5","0","1","13","0","1","19","2","1","0","0","0","0","0","0","0","0"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2015年49週"
"集計期間終了週","2015年49週"
"性別","男女合計"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"～5ヶ月","0","58","0","0","31","3","1","0","2","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","5","79","1","2","191","7","0","1","45","0","4","0","3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","0","118","16","15","543","13","11","9","72","0","2","3","7","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","4","53","18","29","380","20","6","9","14","0","2","6","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"3歳","2","27","11","61","303","19","7","10","4","1","1","6","0","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0"
"4歳","5","9","23","107","302","28","7","23","3","0","0","24","0","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"5歳","8","4","16","130","263","31","4","20","1","0","1","21","1","1","0","1","0","0","6","0","0","0","0","0","0","0","0","0","0"
"6歳","5","0","10","107","182","32","0","15","1","0","2","19","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","3","0","6","89","140","24","2","17","0","0","0","28","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"8歳","7","1","6","82","116","17","1","4","0","0","0","16","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"9歳","4","1","2","76","79","8","0","5","0","1","0","13","0","0","0","1","0","0","1","0","0","1","1","0","1","0","0","0","1"
"10～14歳","13","0","7","109","193","11","1","8","0","0","0","13","0","0","0","2","0","0","13","0","0","1","0","0","0","0","0","1","0"
"15～19歳","3","0","0","7","54","0","0","0","0","0","1","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"20～29歳","5","0","5","34","340","0","2","3","0","0","1","6","0","0","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0"
"30～39歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","1","1","0","0","0","0","0","0","0","0","0"
"40～49歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0"
"50～59歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"合計","79","350","121","848","3117","213","42","124","142","2","15","155","13","6","1","29","2","1","40","2","2","2","1","0","1","0","0","1","1"
"定点数","413","259","259","259","259","259","259","259","259","259","259","259","259","259","39","39","25","25","25","25","25","25","25","25","25","25","25","25","25"


