"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2024年26週
"集計期間終了週",2024年26週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","36","35","71","419"
"新型コロナウイルス感染症（COVID-19）","1119","1220","2339","419"
"RSウイルス感染症","83","75","158","264"
"咽頭結膜熱","68","59","127","264"
"Ａ群溶血性レンサ球菌咽頭炎","456","406","862","264"
"感染性胃腸炎","583","510","1093","264"
"水痘","29","20","49","264"
"手足口病","1424","1185","2609","264"
"伝染性紅斑","46","46","92","264"
"突発性発しん","59","41","100","264"
"ヘルパンギーナ","318","314","632","264"
"流行性耳下腺炎","17","12","29","264"
"不明発しん症","8","13","21","264"
"川崎病","2","1","3","264"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","5","10","15","39"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","6","1","7","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","2","2","25"
"COVID-19入院","87","53","140","25"
