"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2002年51週"
"集計期間終了週","2002年51週"
"性別","男性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","2","0","0","0","7","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"～1歳","1","0","2","2","36","3","1","0","18","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0"
"1歳","8","0","1","2","91","18","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","11","0","0","2","76","19","0","1","2","0","0","2","1","1","0","1","0","0","0","0","0","0","0","0"
"3歳","16","0","1","8","61","23","1","1","0","0","0","0","0","8","0","0","0","0","0","0","1","0","0","0"
"4歳","11","0","0","12","82","19","1","2","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","0"
"5歳","8","0","1","10","62","19","0","0","0","0","0","0","0","6","0","1","0","0","0","0","0","0","0","0"
"6歳","11","0","0","3","46","7","3","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"7歳","12","0","0","10","57","3","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"8歳","10","0","0","2","27","1","0","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","7","0","0","3","18","1","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10～14歳","25","0","0","2","47","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"15～19歳","9","0","0","1","18","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0"
"20～29歳","15","0","1","4","86","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"30～39歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"40～49歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"50～59歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60～69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70～79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","167","0","6","61","714","117","6","15","33","0","0","3","3","27","1","3","0","5","0","0","1","2","0","1"
"定点報告疾患 週報告分 年齢別集計表"
"東京都"
"集計期間開始週","2002年51週"
"集計期間終了週","2002年51週"
"性別","女性"

"*急性呼吸器感染症（ARI）の「～5ヶ月」は「0歳」、「1歳」は「1～4歳」、「5歳」は「5～9歳」と読み替えてください。"
"*小児科定点把握対象疾患のうち「20-29歳」は「20歳以上」と読み替えてください。"
"*眼科疾患のうち、「70-79歳」は「70歳以上」と読み替えてください。"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"～5ヶ月","1","0","0","0","5","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
