"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2015年44週"
"集計期間終了週","2015年44週"
"性別","男性"

"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","16","2","14","56","6","10","3","13","1","1","0","0","0","0","2","0","0","2","1","0","0","","","","","",""
"区南部","1","18","2","20","93","2","7","2","8","0","2","5","7","1","0","4","0","0","0","0","0","0","","","","","",""
"区西南部","7","7","1","24","70","3","3","4","7","0","0","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西部","2","22","0","9","57","0","7","1","5","0","0","1","0","0","0","1","0","0","4","0","0","0","","","","","",""
"区西北部","0","15","2","21","60","7","5","3","8","0","2","7","2","0","0","2","0","1","2","0","0","0","","","","","",""
"区東北部","0","12","5","35","82","4","8","11","6","0","2","9","0","0","0","3","0","0","0","0","0","0","","","","","",""
"区東部","4","16","4","17","87","7","9","5","9","0","1","17","0","1","0","5","0","0","0","0","0","0","","","","","",""
"西多摩","3","7","1","11","11","1","3","3","0","0","0","5","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","4","23","7","50","98","11","9","13","10","1","1","11","5","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩西部","2","10","5","17","26","5","3","7","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","16","8","19","30","6","6","0","8","0","1","9","1","1","0","0","0","0","6","0","1","0","","","","","",""
"北多摩北部","2","16","2","36","33","0","6","9","9","0","0","7","2","0","0","3","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","26","178","39","273","703","52","76","61","85","2","10","74","18","3","0","21","0","1","16","1","1","0","","","","","",""


"定点報告疾患 週報告分 医療圏別"
"東京都"
"集計期間開始週","2015年44週"
"集計期間終了週","2015年44週"
"性別","女性"

