"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2008年48週
"集計期間終了週",2008年48週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","83","101","184","284"
"RSウイルス感染症","40","50","90","147"
"咽頭結膜熱","25","20","45","147"
"Ａ群溶血性レンサ球菌咽頭炎","130","98","228","147"
"感染性胃腸炎","811","781","1592","147"
"水痘","98","85","183","147"
"手足口病","24","28","52","147"
"伝染性紅斑","7","8","15","147"
"突発性発しん","39","33","72","147"
"百日咳","1","4","5","147"
"ヘルパンギーナ","6","6","12","147"
"流行性耳下腺炎","42","43","85","147"
"不明発しん症","9","6","15","147"
"川崎病","1","0","1","147"
"急性出血性結膜炎","0","0","0","39"
"流行性角結膜炎","4","2","6","39"
"細菌性髄膜炎","0","1","1","24"
"無菌性髄膜炎","1","1","2","24"
"マイコプラズマ肺炎","3","7","10","24"
"クラミジア肺炎(オウム病は除く)","3","0","3","24"
