"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2022年2週
"集計期間終了週",2022年2週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","2","2","4","411"
"RSウイルス感染症","4","4","8","258"
"咽頭結膜熱","20","9","29","258"
"Ａ群溶血性レンサ球菌咽頭炎","40","39","79","258"
"感染性胃腸炎","986","940","1926","258"
"水痘","7","9","16","258"
"手足口病","22","33","55","258"
"伝染性紅斑","2","1","3","258"
"突発性発しん","54","29","83","258"
"ヘルパンギーナ","3","4","7","258"
"流行性耳下腺炎","5","5","10","258"
"不明発しん症","0","2","2","258"
"川崎病","2","0","2","258"
"急性出血性結膜炎","0","0","0","38"
"流行性角結膜炎","3","2","5","38"
"細菌性髄膜炎","1","0","1","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","1","0","1","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","0","0","0","25"
