"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2017年29週
"集計期間終了週",2017年29週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","22","16","38","414"
"RSウイルス感染症","123","100","223","261"
"咽頭結膜熱","139","106","245","261"
"Ａ群溶血性レンサ球菌咽頭炎","252","232","484","261"
"感染性胃腸炎","573","507","1080","261"
"水痘","43","31","74","261"
"手足口病","1205","1096","2301","261"
"伝染性紅斑","11","14","25","261"
"突発性発しん","72","84","156","261"
"百日咳","1","3","4","261"
"ヘルパンギーナ","250","266","516","261"
"流行性耳下腺炎","46","40","86","261"
"不明発しん症","17","20","37","261"
"川崎病","1","0","1","261"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","15","16","31","39"
"細菌性髄膜炎","1","1","2","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","2","0","2","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"感染性胃腸炎（ロタウイルス）","0","0","0","25"
"インフルエンザ入院","2","0","2","25"
