"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2015年49週
"集計期間終了週",2015年49週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","45","34","79","413"
"RSウイルス感染症","185","165","350","259"
"咽頭結膜熱","72","49","121","259"
"Ａ群溶血性レンサ球菌咽頭炎","465","383","848","259"
"感染性胃腸炎","1590","1527","3117","259"
"水痘","120","93","213","259"
"手足口病","21","21","42","259"
"伝染性紅斑","70","54","124","259"
"突発性発しん","90","52","142","259"
"百日咳","0","2","2","259"
"ヘルパンギーナ","9","6","15","259"
"流行性耳下腺炎","71","84","155","259"
"不明発しん症","8","5","13","259"
"川崎病","6","0","6","259"
"急性出血性結膜炎","0","1","1","39"
"流行性角結膜炎","16","13","29","39"
"細菌性髄膜炎","2","0","2","25"
"無菌性髄膜炎","0","1","1","25"
"マイコプラズマ肺炎","21","19","40","25"
"クラミジア肺炎(オウム病は除く)","0","2","2","25"
"感染性胃腸炎（ロタウイルス）","1","1","2","25"
"インフルエンザ入院","2","0","2","25"
