"定点報告疾患 週報告分 男女別集計表"
"東京都"
"集計期間開始週",2006年18週
"集計期間終了週",2006年18週

"疾病名","男性","女性","男女合計","定点数"
"インフルエンザ","22","19","41","178"
"RSウイルス感染症","4","1","5","142"
"咽頭結膜熱","31","23","54","142"
"Ａ群溶血性レンサ球菌咽頭炎","166","127","293","142"
"感染性胃腸炎","289","270","559","142"
"水痘","85","74","159","142"
"手足口病","6","5","11","142"
"伝染性紅斑","56","34","90","142"
"突発性発しん","33","24","57","142"
"百日咳","1","0","1","142"
"風しん","0","0","0","142"
"ヘルパンギーナ","9","21","30","142"
"麻しん（成人麻しん以外）","1","0","1","142"
"流行性耳下腺炎","34","26","60","142"
"不明発しん症","6","3","9","142"
"川崎病","1","1","2","142"
"急性出血性結膜炎","0","0","0","14"
"流行性角結膜炎","6","5","11","14"
"細菌性髄膜炎","0","0","0","25"
"無菌性髄膜炎","0","0","0","25"
"マイコプラズマ肺炎","0","0","0","25"
"クラミジア肺炎(オウム病は除く)","0","0","0","25"
"成人麻しん","0","0","0","25"
